city,name,specialization,qualification,experience,satisfaction_rate,reviews,areas_of_interest,consultation_type,hospital_name,hospital_address,hospital_city,complete address,availability_schedule,fee,profile_url,image_url,raw_source_url
Karachi,Dr. Inder Kumar Chughwani,Neuro Psychiatrist,"MBBS, Diploma (Clinical Neurology)",30 Yrs,97%,224,,Hospital,Taj Medical Complex Hospital Room 14,Sadar,Karachi,"Taj Medical Complex Hospital Room 14, Sadar, Karachi",Mon: 05:00 PM - 08:00 PM; Tue: 05:00 PM - 08:00 PM; Wed: 05:00 PM - 08:00 PM; Thu: 05:00 PM - 08:00 PM; Fri: 05:00 PM - 08:00 PM; Sat: 05:00 PM - 08:00 PM,1500,https://www.marham.pk/doctors/karachi/neuro-psychiatrist/dr-inder-kumar-chughwani,https://staticconnect.marham.pk/assets/doctors/25441/dr-inder-kumar-chughwani-neuro-psychiatrist-karachi-81_80X80.webp,https://www.marham.pk/doctors/neuro-psychiatrist
Peshawar,Dr. M Asif Khan Gandapur,Neuro Psychiatrist,"MBBS, FCPS Psychiatrist, Doctor of public health",4 Yrs,100%,9,"Anxiety And Depression, Depression And Anxiety Treatment, Depression, Insomnia( Disturb Sleep ) Managment, Insomnia, Anxiety, Stress Management",Video Consultation,Video Consultation,Garden Town,Peshawar,Video Consultation,Mon: 09:00 AM - 11:00 PM; Tue: 09:00 AM - 11:00 PM; Wed: 09:00 AM - 11:00 PM; Thu: 09:00 AM - 11:00 PM; Fri: 09:00 AM - 11:00 PM; Sat: 09:00 AM - 11:00 PM; Sun: 09:00 AM - 11:00 PM,"2,500",https://www.marham.pk/doctors/peshawar/neuro-psychiatrist/dr-m-asif-khan-gandapur,https://staticconnect.marham.pk/assets/doctors/67718/dr-asif-khan-gandapur-neuro-psychiatrist-peshawar-75_80X80.webp,https://www.marham.pk/doctors/neuro-psychiatrist
Peshawar,Dr. M Asif Khan Gandapur,Neuro Psychiatrist,"MBBS, FCPS Psychiatrist, Doctor of public health",4 Yrs,100%,9,"Anxiety And Depression, Depression And Anxiety Treatment, Depression, Insomnia( Disturb Sleep ) Managment, Insomnia, Anxiety, Stress Management",Hospital,Sukoon Clinic (Dr Asif Gandapur),Hayatabaad,Peshawar,"Sukoon Clinic (Dr Asif Gandapur), Hayatabaad, Peshawar",Mon: 05:00 PM - 09:00 PM; Tue: 05:00 PM - 09:00 PM; Wed: 05:00 PM - 09:00 PM; Thu: 05:00 PM - 09:00 PM; Fri: 05:00 PM - 09:00 PM; Sat: 05:00 PM - 09:00 PM,2000,https://www.marham.pk/doctors/peshawar/neuro-psychiatrist/dr-m-asif-khan-gandapur,https://staticconnect.marham.pk/assets/doctors/67718/dr-asif-khan-gandapur-neuro-psychiatrist-peshawar-75_80X80.webp,https://www.marham.pk/doctors/neuro-psychiatrist
Islamabad,Prof. Dr. Muhammad Masood Khokhar,Neuro Psychiatrist,"MBBS, FCPS (Psychiatry), MCPS (HPE)",35 Yrs,95%,50,"Epilepsy, Stress Headaches, Migraine, Adult Psychiatry Child & Adolescent Psychiatry Peri.Natal Psychiatry Lifestyles Medicine",Video Consultation,Video Consultation,Garden Town,Islamabad,Video Consultation,Mon: 04:30 PM - 08:00 PM; Wed: 04:30 PM - 08:00 PM; Fri: 04:30 PM - 08:00 PM,"3,000",https://www.marham.pk/online-consultation/neuro-psychiatrist/islamabad/prof-dr-muhammad-masood-khokhar-32858,https://staticconnect.marham.pk/assets/doctors/32858/prof-dr-muhammad-masood-khokhar-neuro-psychiatrist-rawalpindi-59_80X80.webp,https://www.marham.pk/doctors/neuro-psychiatrist
Karachi,Dr. M Zain Yousuf,Neuro Psychiatrist,"MBBS , MCPS (Psychiatry)",15 Yrs,98%,93,,Video Consultation,Video Consultation,Garden Town,Karachi,Video Consultation,Mon: 04:00 PM - 08:00 PM; Tue: 04:00 PM - 08:00 PM; Wed: 04:00 PM - 08:00 PM; Thu: 04:00 PM - 08:00 PM; Fri: 04:00 PM - 08:00 PM; Sat: 04:00 PM - 08:00 PM; Sun: 04:00 PM - 08:00 PM,"3,000",https://www.marham.pk/doctors/karachi/neuro-psychiatrist/dr-m-zain-yousuf,https://staticconnect.marham.pk/assets/doctors/21909/dr-m-zain-yousuf-neuro-psychiatrist-karachi-87_80X80.webp,https://www.marham.pk/doctors/neuro-psychiatrist
Karachi,Dr. M Zain Yousuf,Neuro Psychiatrist,"MBBS , MCPS (Psychiatry)",15 Yrs,98%,93,,Hospital,Lifeline Hospital,North Nazimabad,Karachi,"Lifeline Hospital, North Nazimabad, Karachi",Thu: 08:30 PM - 09:00 PM,2500,https://www.marham.pk/doctors/karachi/neuro-psychiatrist/dr-m-zain-yousuf,https://staticconnect.marham.pk/assets/doctors/21909/dr-m-zain-yousuf-neuro-psychiatrist-karachi-87_80X80.webp,https://www.marham.pk/doctors/neuro-psychiatrist
Karachi,Dr. M Zain Yousuf,Neuro Psychiatrist,"MBBS , MCPS (Psychiatry)",15 Yrs,98%,93,,Hospital,J Dental & Health Care,North Nazimabad,Karachi,"J Dental & Health Care, North Nazimabad, Karachi",Wed: 08:00 PM - 09:00 PM; Fri: 08:00 PM - 09:00 PM,2500,https://www.marham.pk/doctors/karachi/neuro-psychiatrist/dr-m-zain-yousuf,https://staticconnect.marham.pk/assets/doctors/21909/dr-m-zain-yousuf-neuro-psychiatrist-karachi-87_80X80.webp,https://www.marham.pk/doctors/neuro-psychiatrist
Karachi,Dr. M Zain Yousuf,Neuro Psychiatrist,"MBBS , MCPS (Psychiatry)",15 Yrs,98%,93,,Hospital,Soul Mind Hospital,North Nazimabad,Karachi,"Soul Mind Hospital, North Nazimabad, Karachi",Mon: 06:00 PM - 09:00 PM; Tue: 06:00 PM - 09:00 PM; Sat: 06:00 PM - 09:00 PM,2500,https://www.marham.pk/doctors/karachi/neuro-psychiatrist/dr-m-zain-yousuf,https://staticconnect.marham.pk/assets/doctors/21909/dr-m-zain-yousuf-neuro-psychiatrist-karachi-87_80X80.webp,https://www.marham.pk/doctors/neuro-psychiatrist
Karachi,Dr. M Zain Yousuf,Neuro Psychiatrist,"MBBS , MCPS (Psychiatry)",15 Yrs,98%,93,,Hospital,Neuro Mind Consultant's Clinic & Rehabilitation Center,Gulshan- e - Iqbal,Karachi,"Neuro Mind Consultant's Clinic & Rehabilitation Center, Gulshan- e - Iqbal, Karachi",Sat: 12:00 PM - 02:00 PM,2000,https://www.marham.pk/doctors/karachi/neuro-psychiatrist/dr-m-zain-yousuf,https://staticconnect.marham.pk/assets/doctors/21909/dr-m-zain-yousuf-neuro-psychiatrist-karachi-87_80X80.webp,https://www.marham.pk/doctors/neuro-psychiatrist
Quetta,Asst. Prof. Dr. Muhammad Ilyas,"Neuro Psychiatrist, Psychiatrist, Neurologist","MBBS, FCPS(Psychiatry), DCN(Neurology) Neuropsychiatrist",12 Yrs,98%,571,,Video Consultation,Video Consultation,Garden Town,Quetta,Video Consultation,Mon: 10:00 AM - 12:00 PM; Tue: 10:00 AM - 12:00 PM; Wed: 10:00 AM - 12:00 PM; Thu: 10:00 AM - 12:00 PM; Fri: 10:00 AM - 12:00 PM; Sat: 10:00 AM - 12:00 PM; Sun: 10:00 AM - 12:00 PM,"3,000",https://www.marham.pk/online-consultation/neuro-psychiatrist/quetta/asst-prof-dr-muhammad-ilyas-7454,https://staticconnect.marham.pk/assets/doctors/7454/dr-muhammad-ilyas-neuro-psychiatrist-quetta-57_80X80.webp,https://www.marham.pk/doctors/neuro-psychiatrist
Rawalpindi,Asst. Prof. Dr. M Kamran,Neuro Psychiatrist,"MBBS, FCPS (Psychiatry)",15 Yrs,97%,36,"Personality Disorder, Depression, Anxiety, Bipolar, Addiction/ Drug Abuse Psychiatry, Adult Psychiatry",Video Consultation,Video Consultation,Garden Town,Rawalpindi,Video Consultation,Mon: 09:00 AM - 09:00 PM; Tue: 09:00 AM - 09:00 PM; Wed: 09:00 AM - 09:00 PM; Thu: 09:00 AM - 09:00 PM; Fri: 09:00 AM - 09:00 PM; Sat: 09:00 AM - 09:00 PM; Sun: 09:00 AM - 09:00 PM,"2,000",https://www.marham.pk/doctors/okara/neuro-psychiatrist/asst-prof-dr-m-kamran,https://staticconnect.marham.pk/assets/doctors/63086/dr-m-kamran-neuro-psychiatrist-rawalpindi-76_80X80.webp,https://www.marham.pk/doctors/neuro-psychiatrist
Okara,Asst. Prof. Dr. M Kamran,Neuro Psychiatrist,"MBBS, FCPS (Psychiatry)",15 Yrs,97%,36,"Personality Disorder, Depression, Anxiety, Bipolar, Addiction/ Drug Abuse Psychiatry, Adult Psychiatry",Hospital,CMH,punjab,Okara,"CMH, punjab, Okara",Mon: 01:00 PM - 05:00 PM; Tue: 01:00 PM - 05:00 PM; Wed: 01:00 PM - 05:00 PM; Thu: 01:00 PM - 05:00 PM; Fri: 01:00 PM - 05:00 PM,2000,https://www.marham.pk/doctors/okara/neuro-psychiatrist/asst-prof-dr-m-kamran,https://staticconnect.marham.pk/assets/doctors/63086/dr-m-kamran-neuro-psychiatrist-rawalpindi-76_80X80.webp,https://www.marham.pk/doctors/neuro-psychiatrist
Lahore,Dr. Nusrat Habib Rana,Neuro Psychiatrist,"MBBS, MCPS (Psychiatry), MD (China)",21 Yrs,98%,46,Adult Psychiatry And Counselling On All Psychiatric Disorders,Video Consultation,Video Consultation,Garden Town,Lahore,Video Consultation,"Tue: 02:00 PM - 10:00 PM, 02:48 PM - 10:48 PM, 04:00 PM - 08:00 PM; Fri: 02:00 PM - 10:00 PM, 02:48 PM - 10:48 PM, 04:00 PM - 08:00 PM; Sat: 02:00 PM - 10:00 PM, 02:48 PM - 10:48 PM, 04:00 PM - 08:00 PM; Sun: 04:00 PM - 08:00 PM","5,000",https://www.marham.pk/online-consultation/neuro-psychiatrist/lahore/dr-nusrat-habib-rana-9296,https://staticconnect.marham.pk/assets/doctors/9296/dr-nusrat-habib-rana-psychiatrist-lahore-68_80X80.webp,https://www.marham.pk/doctors/neuro-psychiatrist
Mardan,Asst. Prof. Dr. Izaz Jamal,Neuro Psychiatrist,"MBBS, FCPS (Psychiatry)",10 Yrs,83%,5,,Video Consultation,Video Consultation,Garden Town,Mardan,Video Consultation,Mon: 03:30 PM - 10:00 PM; Tue: 03:30 PM - 10:00 PM; Wed: 03:30 PM - 10:00 PM; Thu: 03:30 PM - 10:00 PM; Fri: 03:30 PM - 10:00 PM; Sat: 03:30 PM - 10:00 PM; Sun: 03:30 PM - 10:00 PM,"1,500",https://www.marham.pk/doctors/mardan/neuro-psychiatrist/asst-prof-dr-izaz-jamal,https://staticconnect.marham.pk/assets/doctors/35453/asst-prof-dr-izaz-jamal-neuro-psychiatrist-mardan-37_80X80.webp,https://www.marham.pk/doctors/neuro-psychiatrist
Mardan,Asst. Prof. Dr. Izaz Jamal,Neuro Psychiatrist,"MBBS, FCPS (Psychiatry)",10 Yrs,83%,5,,Hospital,Mardan Medical Complex And Teaching Hospital,Double Road,Mardan,"Mardan Medical Complex And Teaching Hospital, Double Road, Mardan",Mon: 03:30 PM - 08:00 PM; Tue: 03:30 PM - 08:00 PM; Wed: 03:30 PM - 08:00 PM; Thu: 03:30 PM - 08:00 PM; Fri: 03:30 PM - 08:00 PM,1000,https://www.marham.pk/doctors/mardan/neuro-psychiatrist/asst-prof-dr-izaz-jamal,https://staticconnect.marham.pk/assets/doctors/35453/asst-prof-dr-izaz-jamal-neuro-psychiatrist-mardan-37_80X80.webp,https://www.marham.pk/doctors/neuro-psychiatrist
Karachi,Dr. Sharif Jan,Neuro Psychiatrist,"MBBS , Diploma ( Clinical Neurology)",16 Yrs,100%,2,,Hospital,K-Health Care Hospital,Off Shahrah-e-Faisal,Karachi,"K-Health Care Hospital, Off Shahrah-e-Faisal, Karachi",Tue: 10:00 AM - 01:00 PM; Wed: 10:00 AM - 01:00 PM; Fri: 10:00 AM - 01:00 PM; Sat: 10:00 AM - 01:00 PM,1500,https://www.marham.pk/doctors/karachi/neuro-psychiatrist/dr-sharif-jan,https://staticconnect.marham.pk/assets/doctors/31584/dr-sharif-jan-neuro-psychiatrist-karachi_13_80X80.webp,https://www.marham.pk/doctors/neuro-psychiatrist
Nankana Sahib,Dr. Hassan Zulqernain Mahmood,Neuro Psychiatrist,"MBBS , FCPS (Psychiatry)",6 Yrs,,,,Video Consultation,Video Consultation,Garden Town,Nankana Sahib,Video Consultation,Thu: 12:00 PM - 11:00 PM; Fri: 12:00 PM - 11:00 PM; Sat: 12:00 PM - 11:00 PM; Sun: 12:00 PM - 11:00 PM,"3,000",https://www.marham.pk/online-consultation/neuro-psychiatrist/nankana-sahib/dr-hassan-zulqernain-mahmood-31645,https://staticconnect.marham.pk/assets/doctors/31645/dr-hassan-zulqernain-mahmood-neuro-psychiatrist-lahore-17_80X80.webp,https://www.marham.pk/doctors/neuro-psychiatrist
Muzaffarabad,Dr. Ammara Iqbal,Neuro Psychiatrist,MBBS,8 Yrs,100%,1,,Video Consultation,Video Consultation,Garden Town,Muzaffarabad,Video Consultation,"Mon: 06:00 PM - 09:00 PM, 07:00 PM - 10:00 PM; Tue: 06:00 PM - 09:00 PM, 07:00 PM - 10:00 PM; Wed: 06:00 PM - 09:00 PM, 07:00 PM - 10:00 PM; Thu: 06:00 PM - 09:00 PM, 07:00 PM - 10:00 PM; Fri: 06:00 PM - 09:00 PM, 07:00 PM - 10:00 PM; Sat: 06:00 PM - 09:00 PM; Sun: 06:00 PM - 09:00 PM, 07:00 PM - 10:00 PM",500,https://www.marham.pk/online-consultation/neuro-psychiatrist/muzaffarabad/dr-ammara-iqbal-31767,https://staticconnect.marham.pk/assets/doctors/31767/dr-ammara-iqbal-general-practitioner-muzaffarabad-23_80X80.,https://www.marham.pk/doctors/neuro-psychiatrist
Quetta,Dr. Azra Tabassum,Neuro Psychiatrist,"MBBS, MD Psychiatry",8 Yrs,100%,2,,Video Consultation,Video Consultation,Garden Town,Quetta,Video Consultation,Mon: 03:00 PM - 11:00 PM; Tue: 03:00 PM - 11:00 PM; Wed: 03:00 PM - 11:00 PM; Thu: 03:00 PM - 11:00 PM; Fri: 03:00 PM - 11:00 PM; Sat: 03:00 PM - 11:00 PM,"1,000",https://www.marham.pk/doctors/quetta/neuro-psychiatrist/dr-azra-tabassum,https://staticconnect.marham.pk/assets/doctors/63037/dr-azra-tabassum-neuro-psychiatrist-quetta-72_80X80.webp,https://www.marham.pk/doctors/neuro-psychiatrist
Quetta,Dr. Azra Tabassum,Neuro Psychiatrist,"MBBS, MD Psychiatry",8 Yrs,100%,2,,Hospital,Mohtarma Shaheed Benazir Bhutto General Hospital,Quetta City,Quetta,"Mohtarma Shaheed Benazir Bhutto General Hospital, Quetta City, Quetta",Mon: 09:00 AM - 03:00 PM; Wed: 09:00 AM - 03:00 PM; Sat: 09:00 AM - 03:00 PM,2000,https://www.marham.pk/doctors/quetta/neuro-psychiatrist/dr-azra-tabassum,https://staticconnect.marham.pk/assets/doctors/63037/dr-azra-tabassum-neuro-psychiatrist-quetta-72_80X80.webp,https://www.marham.pk/doctors/neuro-psychiatrist
Mardan,Prof. Dr. Inayat Ullah Khan,Neuro Surgeon,"MBBS, FRCS (Neuro Surgery), FRCS (Surgery)",30 Yrs,95%,"1,466","Prolapse Inteveterbrel Dics & Spine Degreative Disease/Fixation, Brain & Spine Tumors, Function Neurosurgery:essential Tremors/Parkinson Disease, Neurotrama: Extradural Subdural, Depress Fractures, Prolapsed Intervertebral Disc, Minimal Invasive Surgery",Video Consultation,Video Consultation,Garden Town,Mardan,Video Consultation,Mon: 07:00 PM - 08:00 PM; Tue: 07:00 PM - 08:00 PM; Wed: 07:00 PM - 08:00 PM; Thu: 07:00 PM - 08:00 PM; Fri: 07:00 PM - 08:00 PM,"6,000",https://www.marham.pk/doctors/islamabad/neuro-surgeon/prof-dr-inayat-ullah-khan,https://staticconnect.marham.pk/assets/doctors/10988/prof-dr-inayat-ullah-khan-neuro-surgeon-islamabad-66_80X80.webp,https://www.marham.pk/doctors/neuro-surgeon
Islamabad,Prof. Dr. Inayat Ullah Khan,Neuro Surgeon,"MBBS, FRCS (Neuro Surgery), FRCS (Surgery)",30 Yrs,95%,"1,466","Prolapse Inteveterbrel Dics & Spine Degreative Disease/Fixation, Brain & Spine Tumors, Function Neurosurgery:essential Tremors/Parkinson Disease, Neurotrama: Extradural Subdural, Depress Fractures, Prolapsed Intervertebral Disc, Minimal Invasive Surgery",Hospital,Kulsoom International Hospital,Blue Area G-7,Islamabad,"Kulsoom International Hospital, Blue Area G-7, Islamabad",Mon: 11:00 AM - 05:00 PM; Tue: 11:00 AM - 05:00 PM; Wed: 11:00 AM - 05:00 PM,3750,https://www.marham.pk/doctors/islamabad/neuro-surgeon/prof-dr-inayat-ullah-khan,https://staticconnect.marham.pk/assets/doctors/10988/prof-dr-inayat-ullah-khan-neuro-surgeon-islamabad-66_80X80.webp,https://www.marham.pk/doctors/neuro-surgeon
Islamabad,Prof. Dr. Inayat Ullah Khan,Neuro Surgeon,"MBBS, FRCS (Neuro Surgery), FRCS (Surgery)",30 Yrs,95%,"1,466","Prolapse Inteveterbrel Dics & Spine Degreative Disease/Fixation, Brain & Spine Tumors, Function Neurosurgery:essential Tremors/Parkinson Disease, Neurotrama: Extradural Subdural, Depress Fractures, Prolapsed Intervertebral Disc, Minimal Invasive Surgery",Hospital,Advanced International Hospital,G-8 Markaz,Islamabad,"Advanced International Hospital, G-8 Markaz, Islamabad",Mon: 05:00 PM - 06:00 PM; Tue: 05:00 PM - 06:00 PM; Wed: 05:00 PM - 06:00 PM,4000,https://www.marham.pk/doctors/islamabad/neuro-surgeon/prof-dr-inayat-ullah-khan,https://staticconnect.marham.pk/assets/doctors/10988/prof-dr-inayat-ullah-khan-neuro-surgeon-islamabad-66_80X80.webp,https://www.marham.pk/doctors/neuro-surgeon
Lahore,Dr. Ghulam Dastgir,Neuro Surgeon,"MBBS, FCPS (Neuro Surgery)",28 Yrs,97%,185,"Skull Base Neurosurgery, Trauma Neurosurgery, Neurovascular Surgery, Brain And Spinal Tumor",Video Consultation,Video Consultation,Garden Town,Lahore,Video Consultation,Mon: 11:00 AM - 11:00 PM; Tue: 11:00 AM - 11:00 PM; Wed: 11:00 AM - 11:00 PM; Thu: 11:00 AM - 11:00 PM; Fri: 11:00 AM - 11:00 PM; Sat: 11:00 AM - 11:00 PM; Sun: 11:00 AM - 11:00 PM,"1,000",https://www.marham.pk/doctors/lahore/neuro-surgeon/dr-ghulam-dastgir,https://staticconnect.marham.pk/assets/doctors/25844/ghulam-dastgir-neuro-surgeon-lahore-20_80X80.webp,https://www.marham.pk/doctors/neuro-surgeon
Lahore,Dr. Ghulam Dastgir,Neuro Surgeon,"MBBS, FCPS (Neuro Surgery)",28 Yrs,97%,185,"Skull Base Neurosurgery, Trauma Neurosurgery, Neurovascular Surgery, Brain And Spinal Tumor",Hospital,Shah Mohammad Neurosurgery Clinic,Shahdara,Lahore,"Shah Mohammad Neurosurgery Clinic, Shahdara, Lahore",Mon: 08:00 PM - 11:30 PM; Tue: 08:00 PM - 11:30 PM; Wed: 08:00 PM - 11:30 PM; Thu: 08:00 PM - 11:30 PM; Fri: 08:00 PM - 11:30 PM; Sat: 08:00 PM - 11:30 PM; Sun: 08:00 PM - 11:30 PM,3000,https://www.marham.pk/doctors/lahore/neuro-surgeon/dr-ghulam-dastgir,https://staticconnect.marham.pk/assets/doctors/25844/ghulam-dastgir-neuro-surgeon-lahore-20_80X80.webp,https://www.marham.pk/doctors/neuro-surgeon
Lahore,Dr. Ghulam Dastgir,Neuro Surgeon,"MBBS, FCPS (Neuro Surgery)",28 Yrs,97%,185,"Skull Base Neurosurgery, Trauma Neurosurgery, Neurovascular Surgery, Brain And Spinal Tumor",Hospital,Farooq Hospital Dha,DHA,Lahore,"Farooq Hospital Dha, DHA, Lahore",Mon: 03:00 PM - 04:00 PM; Tue: 03:00 PM - 04:00 PM,5000,https://www.marham.pk/doctors/lahore/neuro-surgeon/dr-ghulam-dastgir,https://staticconnect.marham.pk/assets/doctors/25844/ghulam-dastgir-neuro-surgeon-lahore-20_80X80.webp,https://www.marham.pk/doctors/neuro-surgeon
Lahore,Dr. Ghulam Dastgir,Neuro Surgeon,"MBBS, FCPS (Neuro Surgery)",28 Yrs,97%,185,"Skull Base Neurosurgery, Trauma Neurosurgery, Neurovascular Surgery, Brain And Spinal Tumor",Hospital,The University of Lahore Teaching Hospital,Bhubtian Chowk Raiwind Road,Lahore,"The University of Lahore Teaching Hospital, Bhubtian Chowk Raiwind Road, Lahore",Mon: 03:00 PM - 06:00 PM; Tue: 03:00 PM - 06:00 PM; Wed: 03:00 PM - 06:00 PM; Thu: 03:00 PM - 06:00 PM; Fri: 03:00 PM - 06:00 PM; Sat: 03:00 PM - 06:00 PM; Sun: 03:00 PM - 06:00 PM,5000,https://www.marham.pk/doctors/lahore/neuro-surgeon/dr-ghulam-dastgir,https://staticconnect.marham.pk/assets/doctors/25844/ghulam-dastgir-neuro-surgeon-lahore-20_80X80.webp,https://www.marham.pk/doctors/neuro-surgeon
Lahore,Dr. Ghulam Dastgir,Neuro Surgeon,"MBBS, FCPS (Neuro Surgery)",28 Yrs,97%,185,"Skull Base Neurosurgery, Trauma Neurosurgery, Neurovascular Surgery, Brain And Spinal Tumor",Hospital,Farooq Hospital,Thokar Niaz Baig,Lahore,"Farooq Hospital, Thokar Niaz Baig, Lahore",Mon: 03:00 PM - 04:00 PM; Tue: 03:00 PM - 04:00 PM,3000,https://www.marham.pk/doctors/lahore/neuro-surgeon/dr-ghulam-dastgir,https://staticconnect.marham.pk/assets/doctors/25844/ghulam-dastgir-neuro-surgeon-lahore-20_80X80.webp,https://www.marham.pk/doctors/neuro-surgeon
Karachi,Asst. Prof. Dr. Muhammad Muzaffer Uddin,Neuro Surgeon,"MBBS, FCPS (Neuro Surgery), FRCS ( NEUROSURGERY EDINBURGH ) IFAANS ( USA)",27 Yrs,97%,479,"Brain & Spine Tumors, Mylomeningoocoele & Encephalocoele, Neurotrama: Extradural Subdural, Depress Fractures, Muscular Weakness",Video Consultation,Video Consultation,Garden Town,Karachi,Video Consultation,Mon: 11:00 PM - 11:55 PM; Tue: 11:00 PM - 11:55 PM; Wed: 11:00 PM - 11:55 PM; Thu: 11:00 PM - 11:55 PM; Fri: 11:00 PM - 11:55 PM; Sat: 11:00 PM - 11:55 PM,"2,000",https://www.marham.pk/doctors/karachi/neuro-surgeon/asst-prof-dr-muhammad-muzaffer-uddin,https://staticconnect.marham.pk/assets/doctors/15288/dr-muhammad-muzaffer-uddin-neuro-surgeon-karachi-20_80X80.webp,https://www.marham.pk/doctors/neuro-surgeon
Karachi,Asst. Prof. Dr. Muhammad Muzaffer Uddin,Neuro Surgeon,"MBBS, FCPS (Neuro Surgery), FRCS ( NEUROSURGERY EDINBURGH ) IFAANS ( USA)",27 Yrs,97%,479,"Brain & Spine Tumors, Mylomeningoocoele & Encephalocoele, Neurotrama: Extradural Subdural, Depress Fractures, Muscular Weakness",Hospital,Mamji Hospital,F.B Area,Karachi,"Mamji Hospital, F.B Area, Karachi",Mon: 08:00 PM - 09:00 PM; Tue: 08:00 PM - 09:00 PM; Wed: 08:00 PM - 09:00 PM; Thu: 08:00 PM - 09:00 PM; Fri: 08:00 PM - 09:00 PM,2500,https://www.marham.pk/doctors/karachi/neuro-surgeon/asst-prof-dr-muhammad-muzaffer-uddin,https://staticconnect.marham.pk/assets/doctors/15288/dr-muhammad-muzaffer-uddin-neuro-surgeon-karachi-20_80X80.webp,https://www.marham.pk/doctors/neuro-surgeon
Karachi,Asst. Prof. Dr. Muhammad Muzaffer Uddin,Neuro Surgeon,"MBBS, FCPS (Neuro Surgery), FRCS ( NEUROSURGERY EDINBURGH ) IFAANS ( USA)",27 Yrs,97%,479,"Brain & Spine Tumors, Mylomeningoocoele & Encephalocoele, Neurotrama: Extradural Subdural, Depress Fractures, Muscular Weakness",Hospital,Memon Medical Institute Hospital,Safoora Chowrangi,Karachi,"Memon Medical Institute Hospital, Safoora Chowrangi, Karachi",Mon: 09:00 AM - 01:00 PM; Wed: 09:00 AM - 01:00 PM; Thu: 09:00 AM - 01:00 PM; Fri: 09:00 AM - 01:00 PM,1900,https://www.marham.pk/doctors/karachi/neuro-surgeon/asst-prof-dr-muhammad-muzaffer-uddin,https://staticconnect.marham.pk/assets/doctors/15288/dr-muhammad-muzaffer-uddin-neuro-surgeon-karachi-20_80X80.webp,https://www.marham.pk/doctors/neuro-surgeon
Karachi,Asst. Prof. Dr. Muhammad Muzaffer Uddin,Neuro Surgeon,"MBBS, FCPS (Neuro Surgery), FRCS ( NEUROSURGERY EDINBURGH ) IFAANS ( USA)",27 Yrs,97%,479,"Brain & Spine Tumors, Mylomeningoocoele & Encephalocoele, Neurotrama: Extradural Subdural, Depress Fractures, Muscular Weakness",Hospital,Imam Clinic,North Nazimabad,Karachi,"Imam Clinic, North Nazimabad, Karachi",Thu: 06:30 PM - 07:30 PM,2500,https://www.marham.pk/doctors/karachi/neuro-surgeon/asst-prof-dr-muhammad-muzaffer-uddin,https://staticconnect.marham.pk/assets/doctors/15288/dr-muhammad-muzaffer-uddin-neuro-surgeon-karachi-20_80X80.webp,https://www.marham.pk/doctors/neuro-surgeon
Karachi,Asst. Prof. Dr. Muhammad Muzaffer Uddin,Neuro Surgeon,"MBBS, FCPS (Neuro Surgery), FRCS ( NEUROSURGERY EDINBURGH ) IFAANS ( USA)",27 Yrs,97%,479,"Brain & Spine Tumors, Mylomeningoocoele & Encephalocoele, Neurotrama: Extradural Subdural, Depress Fractures, Muscular Weakness",Hospital,Midciti Hospital,national stadium,Karachi,"Midciti Hospital, national stadium, Karachi",Sat: 01:00 PM - 02:00 PM,2000,https://www.marham.pk/doctors/karachi/neuro-surgeon/asst-prof-dr-muhammad-muzaffer-uddin,https://staticconnect.marham.pk/assets/doctors/15288/dr-muhammad-muzaffer-uddin-neuro-surgeon-karachi-20_80X80.webp,https://www.marham.pk/doctors/neuro-surgeon
Karachi,Asst. Prof. Dr. Muhammad Muzaffer Uddin,Neuro Surgeon,"MBBS, FCPS (Neuro Surgery), FRCS ( NEUROSURGERY EDINBURGH ) IFAANS ( USA)",27 Yrs,97%,479,"Brain & Spine Tumors, Mylomeningoocoele & Encephalocoele, Neurotrama: Extradural Subdural, Depress Fractures, Muscular Weakness",Hospital,NCCI Hospital,Saddar,Karachi,"NCCI Hospital, Saddar, Karachi",Wed: 03:00 PM - 04:00 PM; Sat: 03:00 PM - 04:00 PM,2000,https://www.marham.pk/doctors/karachi/neuro-surgeon/asst-prof-dr-muhammad-muzaffer-uddin,https://staticconnect.marham.pk/assets/doctors/15288/dr-muhammad-muzaffer-uddin-neuro-surgeon-karachi-20_80X80.webp,https://www.marham.pk/doctors/neuro-surgeon
